0;1;2;3;4;5
-1.2753246753246754;-0.6376623376623376;-0.5740259740259746;-0.6987012987012988;-0.3818181818181819;-1.5285714285714287
-1.255128205128205;-0.6474358974358974;-0.5602564102564107;-0.6923076923076925;-0.35897435897435903;-1.523076923076923
-1.249367088607595;-0.6063291139240505;-0.5696202531645574;-0.6835443037974686;-0.34810126582278483;-1.5240506329113923
-1.21125;-0.6137499999999999;-0.46375000000000066;-0.6925000000000001;-0.35875;-1.5025
-1.2123456790123455;-0.6;-0.46913580246913644;-0.7000000000000001;-0.3666666666666667;-1.4629629629629628
-1.2060975609756097;-0.6085365853658535;-0.4707317073170738;-0.6829268292682927;-0.36951219512195127;-1.4609756097560973
-1.189156626506024;-0.5072289156626507;-0.44096385542168737;-0.6903614457831325;-0.3614457831325302;-1.4530120481927709
-1.1928571428571426;-0.511904761904762;-0.42976190476190534;-0.6464285714285714;-0.3642857142857143;-1.4499999999999997
-1.1929411764705882;-0.5129411764705883;-0.43882352941176533;-0.6305882352941176;-0.35882352941176476;-1.4399999999999997
-1.147674418604651;-0.48372093023255824;-0.44534883720930296;-0.6093023255813953;-0.28837209302325595;-1.4372093023255812
-1.0839080459770114;-0.4724137931034484;-0.44712643678160985;-0.6160919540229884;-0.29195402298850587;-1.4321839080459768
-1.0579545454545454;-0.4806818181818183;-0.4386363636363642;-0.615909090909091;-0.30454545454545473;-1.4124999999999999
-1.0550561797752809;-0.48651685393258437;-0.4404494382022478;-0.5786516853932584;-0.31685393258426986;-1.4134831460674155
-1.04;-0.4877777777777779;-0.434444444444445;-0.5633333333333334;-0.2922222222222224;-1.4088888888888886
-1.043956043956044;-0.4791208791208793;-0.37362637362637424;-0.5626373626373626;-0.29120879120879134;-1.3670329670329668
-1.033695652173913;-0.4804347826086958;-0.3760869565217398;-0.5380434782608695;-0.2956521739130436;-1.3673913043478259
-1.036559139784946;-0.47419354838709693;-0.387096774193549;-0.5236559139784946;-0.26881720430107536;-1.3494623655913978
-1.027659574468085;-0.4148936170212769;-0.3978723404255325;-0.5329787234042553;-0.17872340425531946;-1.2702127659574467
-1.0168421052631578;-0.41684210526315824;-0.401052631578948;-0.5263157894736842;-0.190526315789474;-1.2652631578947366
-1.0208333333333333;-0.42708333333333354;-0.4062500000000006;-0.46145833333333347;-0.1750000000000003;-1.1916666666666667
-1.0237113402061855;-0.4371134020618559;-0.41237113402061915;-0.46288659793814446;-0.1587628865979384;-1.1340206185567012
-1.0061224489795917;-0.43979591836734716;-0.3989795918367353;-0.47244897959183685;-0.16122448979591864;-1.1102040816326533
-1.0090909090909088;-0.44444444444444464;-0.27878787878787964;-0.4818181818181819;-0.17171717171717202;-1.107070707070707
-0.9689999999999998;-0.45000000000000023;-0.28700000000000087;-0.4530000000000001;-0.1780000000000003;-1.0930000000000002
-0.9524752475247522;-0.43663366336633685;-0.287128712871288;-0.4504950495049506;-0.18019801980198047;-1.0960396039603961
-0.9372549019607841;-0.3196078431372554;-0.27843137254902045;-0.4529411764705884;-0.1911764705882356;-1.0872549019607844
-0.9398058252427183;-0.327184466019418;-0.26990291262136007;-0.4271844660194176;-0.20291262135922356;-1.0893203883495148
-0.9365384615384614;-0.3269230769230774;-0.22980769230769318;-0.34423076923076945;-0.21442307692307722;-1.080769230769231
-0.9019047619047618;-0.31809523809523854;-0.22285714285714373;-0.35333333333333355;-0.185714285714286;-1.0704761904761906
-0.8858490566037736;-0.3094339622641514;-0.2254716981132084;-0.347169811320755;-0.16603773584905684;-1.0735849056603775
-0.8822429906542055;-0.2700934579439257;-0.21869158878504757;-0.33364485981308434;-0.17383177570093483;-1.0757009345794393
-0.8583333333333333;-0.2629629629629634;-0.17777777777777867;-0.3175925925925928;-0.16203703703703726;-1.0592592592592593
-0.8431192660550458;-0.2651376146788995;-0.16697247706422105;-0.3284403669724773;-0.15963302752293598;-1.0614678899082568
-0.8481818181818181;-0.2581818181818186;-0.15727272727272812;-0.33454545454545476;-0.15545454545454565;-1.0245454545454546
-0.8396396396396396;-0.21801801801801848;-0.1603603603603612;-0.3405405405405408;-0.14774774774774793;-1.0081081081081082
-0.78125;-0.20714285714285768;-0.16875000000000082;-0.34375000000000017;-0.1580357142857145;-0.9883928571428572
-0.779646017699115;-0.19734513274336335;-0.15486725663716894;-0.3539823008849559;-0.12920353982300906;-0.9902654867256637
-0.7850877192982456;-0.2000000000000005;-0.15789473684210603;-0.3596491228070177;-0.12105263157894758;-0.9868421052631579
-0.7904347826086957;-0.20782608695652224;-0.14000000000000076;-0.36260869565217413;-0.12434782608695673;-0.9547826086956521
-0.7620689655172415;-0.21379310344827634;-0.14396551724138007;-0.3663793103448278;-0.13448275862068987;-0.9396551724137931
-0.7572649572649574;-0.22136752136752186;-0.14529914529914606;-0.37008547008547027;-0.14188034188034207;-0.9358974358974359
-0.7567796610169493;-0.19322033898305135;-0.06949152542372974;-0.35423728813559335;-0.1347457627118646;-0.9135593220338983
-0.7319327731092438;-0.18487394957983244;-0.06806722689075723;-0.34033613445378164;-0.13949579831932793;-0.8991596638655462
-0.6575000000000001;-0.18750000000000047;-0.05666666666666757;-0.30916666666666687;-0.13083333333333355;-0.9033333333333334
-0.6628099173553719;-0.19669421487603353;-0.06694214876033149;-0.3024793388429754;-0.09834710743801676;-0.8950413223140496
-0.6467213114754099;-0.20327868852459063;-0.0639344262295091;-0.3122950819672133;-0.09754098360655761;-0.8409836065573773
-0.6300813008130082;-0.19593495934959396;-0.043902439024391116;-0.31463414634146364;-0.10000000000000024;-0.8390243902439026
-0.628225806451613;-0.20000000000000046;-0.05080645161290409;-0.3008064516129034;-0.10806451612903249;-0.8435483870967744
-0.6328;-0.19120000000000045;-0.05040000000000086;-0.3024000000000002;-0.11280000000000022;-0.8480000000000002
-0.6277777777777779;-0.15952380952380998;-0.055555555555556406;-0.28492063492063513;-0.11666666666666689;-0.8222222222222224
-0.6244094488188977;-0.15826771653543353;-0.06614173228346541;-0.2874015748031498;-0.1267716535433073;-0.8173228346456695
-0.61640625;-0.1601562500000005;-0.07734375000000084;-0.28750000000000014;-0.1132812500000002;-0.81640625
-0.5798449612403102;-0.16744186046511672;-0.08682170542635746;-0.2170542635658917;-0.1201550387596901;-0.7930232558139536
-0.5846153846153846;-0.17153846153846197;-0.09538461538461625;-0.21461538461538482;-0.11692307692307709;-0.7238461538461541
-0.5748091603053436;-0.17480916030534396;-0.09160305343511538;-0.20305343511450402;-0.12137404580152687;-0.7282442748091605
-0.5499999999999999;-0.18409090909090953;-0.059090909090909985;-0.21136363636363656;-0.1310606060606062;-0.7128787878787881
-0.5330827067669174;-0.17067669172932373;-0.03533834586466253;-0.2075187969924814;-0.14135338345864676;-0.6969924812030077
-0.5216417910447761;-0.17686567164179146;-0.03805970149253817;-0.1880597014925375;-0.15000000000000013;-0.6947761194029852
-0.45481481481481495;-0.17333333333333376;-0.022222222222223063;-0.1933333333333335;-0.1577777777777779;-0.6985185185185188
-0.4492647058823531;-0.1772058823529416;-0.026470588235294964;-0.19191176470588256;-0.15367647058823544;-0.6933823529411768
-0.4510948905109491;-0.18613138686131428;-0.024817518248176;-0.19562043795620457;-0.12189781021897828;-0.6897810218978104
-0.4579710144927538;-0.1956521739130439;-0.028985507246377634;-0.2043478260869567;-0.09855072463768133;-0.6818840579710147
-0.4611510791366908;-0.20359712230215868;-0.03741007194244688;-0.2136690647482016;-0.1007194244604318;-0.6474820143884894
-0.44142857142857156;-0.21071428571428613;-0.044285714285715115;-0.2214285714285716;-0.08500000000000014;-0.6514285714285717
-0.4361702127659576;-0.20638297872340466;-0.0397163120567384;-0.2283687943262413;-0.0886524822695037;-0.6418439716312059
-0.43169014084507057;-0.17535211267605677;-0.047183098591550114;-0.22323943661971848;-0.0866197183098593;-0.6183098591549299
-0.432867132867133;-0.15244755244755287;-0.050349650349651165;-0.1923076923076925;-0.09020979020979038;-0.6020979020979023
-0.42083333333333345;-0.15416666666666703;-0.03194444444444525;-0.16944444444444473;-0.09791666666666682;-0.5909722222222223
-0.41586206896551736;-0.13862068965517277;-0.029655172413793916;-0.17103448275862096;-0.10413793103448292;-0.5282758620689658
-0.38835616438356174;-0.14178082191780858;-0.03835616438356243;-0.15547945205479477;-0.09931506849315083;-0.5226027397260278
-0.3925170068027212;-0.13945578231292552;-0.030612244897959957;-0.1585034013605445;-0.10612244897959199;-0.5238095238095242
-0.3979729729729731;-0.14256756756756794;-0.043243243243244;-0.15608108108108135;-0.10878378378378394;-0.5297297297297302
-0.3946308724832216;-0.1496644295302017;-0.05637583892617525;-0.15906040268456403;-0.09060402684563773;-0.5322147651006714
-0.3420000000000002;-0.15533333333333368;-0.05866666666666741;-0.1660000000000003;-0.08800000000000013;-0.5320000000000004
-0.33973509933774854;-0.1503311258278149;-0.06556291390728551;-0.1715231788079473;-0.09602649006622531;-0.5198675496688745
-0.34078947368421075;-0.1565789473684214;-0.05328947368421119;-0.1664473684210529;-0.08815789473684228;-0.5250000000000004
-0.34379084967320284;-0.15882352941176506;-0.02941176470588305;-0.1725490196078434;-0.09215686274509821;-0.5215686274509808
-0.3461038961038963;-0.14090909090909126;-0.029220779220779914;-0.17467532467532496;-0.057142857142857356;-0.5207792207792211
-0.3503225806451615;-0.1380645161290326;-0.03806451612903294;-0.15677419354838734;-0.05870967741935505;-0.5245161290322584
-0.330769230769231;-0.14551282051282086;-0.04166666666666735;-0.1538461538461541;-0.06025641025641047;-0.525641025641026
-0.3375796178343951;-0.13757961783439523;-0.04267515923566949;-0.16114649681528687;-0.0515923566878983;-0.526114649681529
-0.34177215189873433;-0.14493670886075982;-0.04177215189873486;-0.15316455696202555;-0.03860759493670905;-0.5316455696202536
-0.3471698113207549;-0.11069182389937143;-0.04842767295597553;-0.1566037735849059;-0.036477987421383834;-0.5182389937106923
-0.32937500000000025;-0.11187500000000036;-0.03437500000000062;-0.12250000000000028;-0.02812500000000011;-0.5212500000000002
-0.32670807453416173;-0.11304347826086994;-0.040372670807454034;-0.12360248447204994;-0.03416149068322993;-0.5161490683229817
-0.31913580246913603;-0.10432098765432132;-0.03580246913580309;-0.1246913580246916;-0.043209876543209985;-0.5172839506172842
-0.32453987730061373;-0.08773006134969358;-0.04110429447852822;-0.11595092024539898;-0.049079754601227106;-0.5226993865030678
-0.31890243902439047;-0.08536585365853694;0.021341463414633367;-0.09939024390243922;-0.05243902439024402;-0.5286585365853661
-0.31757575757575784;-0.07696969696969728;0.012121212121211346;-0.09696969696969719;-0.052121212121212235;-0.5333333333333335
-0.30903614457831347;-0.08253012048192802;0.003012048192770314;-0.08855421686747007;-0.06024096385542179;-0.5373493975903617
-0.2910179640718565;-0.0910179640718566;0.025149700598801603;-0.09401197604790437;-0.06706586826347316;-0.5311377245508985
-0.2964285714285716;-0.09642857142857174;0.01666666666666593;-0.10238095238095261;-0.06726190476190487;-0.5029761904761907
-0.289940828402367;-0.09940828402366896;0.011834319526626504;-0.10769230769230792;-0.06923076923076933;-0.481656804733728
-0.25235294117647084;-0.09882352941176502;0.004705882352940449;-0.11058823529411788;-0.030000000000000176;-0.48117647058823554
-0.2578947368421055;-0.106432748538012;-0.0011695906432755768;-0.10994152046783649;-0.022222222222222393;-0.4660818713450295
-0.2517441860465119;-0.1127906976744189;0.006976744186045785;-0.1174418604651165;-0.006976744186046673;-0.4668604651162793
-0.22312138728323724;-0.11271676300578065;0.008092485549132241;-0.12369942196531816;-0.015028901734104198;-0.46300578034682105
-0.22758620689655198;-0.11436781609195432;0.0011494252873556032;-0.12356321839080485;-0.02241379310344843;-0.4637931034482761
-0.2331428571428574;-0.07600000000000039;-0.006285714285714984;-0.1251428571428574;-0.026857142857143017;-0.4680000000000002
-0.23238636363636392;-0.06818181818181858;-0.013636363636364356;-0.08693181818181848;-0.03295454545454564;-0.4710227272727275
-0.2333333333333336;-0.053107344632768755;0.02542372881355852;-0.0790960451977404;-0.029378531073446505;-0.4649717514124296
-0.19494382022471943;-0.06067415730337117;0.019662921348313808;-0.06404494382022499;-0.03707865168539343;-0.4685393258426968
-0.18994413407821262;-0.06759776536312888;0.03296089385474784;-0.07150837988826841;-0.04413407821229067;-0.4687150837988829
-0.17444444444444476;-0.07166666666666706;0.02499999999999925;-0.07833333333333357;-0.046666666666666835;-0.4516666666666669
-0.18121546961325996;-0.07734806629834294;0.02541436464088324;-0.0823204419889505;-0.04475138121546978;-0.44751381215469627
-0.18736263736263764;-0.073626373626374;0.023626373626372908;-0.08791208791208814;-0.03901098901098918;-0.4521978021978024
-0.19071038251366146;-0.08087431693989108;0.019672131147540253;-0.0841530054644811;-0.04043715846994552;-0.4437158469945357
-0.1956521739130438;-0.08750000000000036;0.01413043478260793;-0.0913043478260872;-0.03641304347826104;-0.4451086956521741
-0.19135135135135165;-0.08972972972973009;0.008648648648647889;-0.09783783783783807;-0.03837837837837854;-0.4140540540540543
-0.1978494623655917;-0.0908602150537638;0.003225806451612147;-0.10000000000000024;-0.038172043010752846;-0.41344086021505394
-0.20374331550802166;-0.0850267379679148;-0.0037433155080221275;-0.09786096256684516;-0.019251336898395883;-0.4128342245989307
-0.20531914893617048;-0.08617021276595781;-0.004255319148936911;-0.09202127659574492;-0.0234042553191491;-0.40372340425531933
-0.20264550264550293;-0.08201058201058237;-0.010052910052910797;-0.09312169312169336;-0.017989417989418152;-0.387830687830688
-0.1963157894736845;-0.08368421052631614;-0.010000000000000741;-0.08894736842105284;-0.011052631578947526;-0.3842105263157896
-0.19685863874345577;-0.08324607329842966;-0.015183246073299166;-0.0905759162303667;-0.016753926701570845;-0.37539267015706823
-0.19218750000000026;-0.0645833333333337;-0.016666666666667346;-0.09010416666666693;-0.02083333333333352;-0.37864583333333357
-0.19326424870466347;-0.06839378238342006;-0.020725388601036933;-0.07150259067357541;0.02849740932642456;-0.38445595854922304
-0.19226804123711363;-0.06288659793814469;-0.01701030927835116;-0.07525773195876317;0.021134020618556397;-0.3876288659793817
-0.17333333333333362;-0.05589743589743625;-0.021025641025641653;-0.06974358974359002;0.02512820512820483;-0.3887179487179489
-0.17653061224489822;-0.06122448979591873;-0.014795918367347548;-0.06275510204081661;0.020918367346938475;-0.3867346938775512
-0.17055837563451803;-0.06497461928934047;0.0005076142131973636;-0.0680203045685282;0.028426395939085997;-0.3644670050761424
-0.1631313131313134;-0.016666666666667156;0.0030303030303024275;-0.071717171717172;0.03383838383838355;-0.3565656565656568
-0.16783919597989974;-0.023618090452261785;0.0035175879396978998;-0.023618090452261712;0.02613065326633137;-0.3597989949748746
-0.17100000000000026;-0.01950000000000042;-0.004000000000000661;-0.030500000000000325;0.04199999999999976;-0.36300000000000027
-0.11200000000000046;-0.012000000000000384;0.013999999999999346;-0.015000000000000284;0.060499999999999735;-0.3535000000000002
-0.11000000000000043;0.004499999999999602;0.03899999999999935;-0.01000000000000032;0.06699999999999977;-0.3475000000000003
-0.09150000000000041;0.024499999999999602;0.04899999999999931;0.011999999999999672;0.08149999999999977;-0.3135000000000002
-0.08400000000000048;0.028499999999999588;0.09949999999999924;0.028999999999999703;0.08699999999999979;-0.30450000000000016
-0.06650000000000049;0.054499999999999604;0.1124999999999992;0.03149999999999967;0.10649999999999978;-0.2990000000000002
-0.04900000000000041;0.07099999999999959;0.11699999999999923;0.056999999999999676;0.10849999999999978;-0.28400000000000025
-0.044000000000000344;0.07299999999999958;0.12299999999999922;0.06849999999999971;0.13349999999999976;-0.2570000000000002
-0.02150000000000041;0.09249999999999962;0.13649999999999923;0.08549999999999969;0.16449999999999976;-0.2515000000000002
0.001999999999999602;0.09549999999999961;0.1654999999999992;0.09449999999999971;0.16849999999999973;-0.22700000000000023
0.009499999999999603;0.1144999999999996;0.2214999999999991;0.09799999999999968;0.19649999999999979;-0.22000000000000022
0.0194999999999996;0.1169999999999996;0.22899999999999912;0.1174999999999997;0.20299999999999974;-0.18750000000000028
0.022999999999999545;0.1469999999999996;0.23249999999999912;0.11949999999999973;0.21999999999999975;-0.16050000000000034
0.04249999999999964;0.17499999999999957;0.2419999999999991;0.1564999999999997;0.23599999999999974;-0.1545000000000003
0.04749999999999957;0.18499999999999958;0.2504999999999991;0.1829999999999997;0.24499999999999975;-0.13700000000000032
0.07799999999999961;0.21349999999999958;0.27049999999999913;0.1879999999999997;0.2504999999999998;-0.12050000000000033
0.10349999999999959;0.22049999999999956;0.28399999999999914;0.21699999999999975;0.2574999999999998;-0.11200000000000031
0.11199999999999957;0.23199999999999957;0.28049999999999914;0.21749999999999972;0.27149999999999974;-0.10250000000000029
0.13899999999999957;0.24199999999999952;0.28549999999999914;0.23549999999999965;0.28149999999999975;-0.04650000000000041
0.14449999999999952;0.24749999999999953;0.354999999999999;0.24649999999999966;0.28099999999999975;-0.04450000000000031
0.16149999999999953;0.25299999999999956;0.352999999999999;0.2504999999999997;0.2849999999999997;-0.03100000000000037
0.1684999999999996;0.25899999999999956;0.36599999999999894;0.2584999999999997;0.3629999999999996;-0.027500000000000354
0.17249999999999957;0.2814999999999996;0.37699999999999895;0.2644999999999996;0.36499999999999955;-0.010000000000000356
0.17799999999999955;0.29149999999999954;0.379999999999999;0.2819999999999997;0.3759999999999995;0.005499999999999616
0.1824999999999995;0.29399999999999954;0.382499999999999;0.2949999999999996;0.37999999999999956;0.00899999999999963
0.20499999999999957;0.3009999999999995;0.40399999999999897;0.29699999999999965;0.37299999999999955;0.03449999999999967
0.21299999999999958;0.36899999999999933;0.43349999999999894;0.30449999999999966;0.37499999999999956;0.04649999999999967
0.2154999999999996;0.37149999999999944;0.4444999999999989;0.3724999999999995;0.39249999999999957;0.05399999999999963
0.22299999999999962;0.38249999999999945;0.4649999999999989;0.3754999999999995;0.4284999999999995;0.06399999999999967
0.2909999999999994;0.3804999999999994;0.4714999999999989;0.38149999999999956;0.43299999999999955;0.06799999999999969
0.29349999999999943;0.3744999999999994;0.4759999999999989;0.37449999999999956;0.4444999999999996;0.08749999999999965
0.30599999999999944;0.3779999999999994;0.497999999999999;0.37649999999999956;0.44799999999999957;0.09199999999999968
0.3079999999999995;0.3999999999999994;0.5099999999999989;0.38399999999999956;0.4494999999999995;0.12199999999999961
0.3109999999999995;0.4244999999999994;0.506999999999999;0.39299999999999957;0.44999999999999957;0.14299999999999966
0.32299999999999945;0.3839999999999995;0.5094999999999988;0.38299999999999956;0.4509999999999995;0.1549999999999996
0.33849999999999947;0.40049999999999947;0.522499999999999;0.38299999999999956;0.44549999999999956;0.1794999999999996
0.36949999999999944;0.4064999999999995;0.5219999999999989;0.4044999999999995;0.45249999999999957;0.17999999999999963
0.3789999999999994;0.4089999999999995;0.510499999999999;0.4024999999999996;0.4664999999999996;0.19999999999999965
0.4024999999999994;0.4264999999999995;0.5244999999999991;0.40849999999999953;0.4509999999999995;0.21249999999999963
0.4099999999999994;0.4409999999999995;0.517499999999999;0.43249999999999955;0.4514999999999995;0.21549999999999958
0.42449999999999943;0.4424999999999995;0.5369999999999989;0.43999999999999956;0.4584999999999995;0.22299999999999962
0.45099999999999946;0.4469999999999995;0.530499999999999;0.4459999999999995;0.4309999999999996;0.22249999999999961
0.46199999999999947;0.45649999999999946;0.538499999999999;0.44549999999999956;0.4419999999999996;0.24099999999999963
0.46849999999999936;0.46149999999999947;0.537499999999999;0.45399999999999957;0.43999999999999956;0.2509999999999996
0.46799999999999947;0.4549999999999995;0.5439999999999989;0.4544999999999996;0.43049999999999955;0.24899999999999964
0.4799999999999995;0.4649999999999996;0.5389999999999989;0.4544999999999996;0.43149999999999955;0.2539999999999996
